"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr2","Tem_irr3"
"Lnx2",1.128325606,1.077605037,1.205674199,1.660549715,1.371754316,0.884102337,0.965345601,1.217917811,1.207208545,1.169625516
"Slc7a1",0.495347549,0.549821696,0.661588471,0.627452042,0.273389206,0.425296915,0.436118304,0.736350048,0.319545732,0.42459927
"Wdr95",0.066436587,0.277155908,0.308190991,0.518904152,0.75213574,0.177572687,0.174483163,0.225302912,0.380015424,0.469912687
"Rfc3",4.734845929,2.496229958,3.809375088,2.677148578,3.40870528,2.142714162,2.898901726,2.886950237,2.842435678,2.473285901
"Gatad1",3.147220176,1.445481973,0.567503568,0.685128269,0.778095725,1.379889223,1.775655765,2.333776815,0.712348235,0.804941268
"Rbm48",3.173022702,3.658598674,3.864518297,4.821755861,3.986367446,2.943400681,3.342935139,2.532614068,3.587153092,3.538056464
"Fam133b",0.822934885,1.258037694,0.822828656,0.991440271,0.813593043,0.872098245,1.003846896,1.353890438,1.114745766,1.279046019
"Krit1",2.624091548,1.952632279,1.494869479,2.07136582,2.206984126,1.50101739,1.898582879,1.816809573,1.959798064,1.9210045
"Mterf1a",3.37403138,4.501026324,4.441237868,4.348973649,5.401480269,4.092752257,2.044905429,2.674268054,4.566569526,3.697434204
"Cyp51",2.31856511,1.382511811,1.922340848,1.192562532,1.547704617,1.483035971,0.843991961,0.567409756,1.001805344,0.924546199
"Fzd1",0.890377728,1.009554618,0.321613452,0.172373946,0,0,0.19219801,0,0,0
"Gtpbp10",0.333776292,0.606219818,0.561899878,0.763663509,0.966825397,0.617310642,0.391629372,0.956505879,0.901772064,0.878754654
"Sri",19.08169827,18.17685984,17.00059871,24.01376007,23.22123067,17.15275674,17.09427276,17.9241063,22.3547568,20.45934334
"Slc25a40",0.633713865,0.462136296,0.417051063,0.544180881,0.817096627,0.908213992,0.803058468,0.597060013,0.927892176,1.216139181
"Dbf4",0.729760638,0.935764455,0.699376393,1.611464182,1.327056488,0.861425756,0.941752082,1.240335541,1.095667869,0.641341093
"Abcb1a",0.471710995,0.643136425,0.28339723,1.047384417,0.892583012,0.72895226,0.854010741,0.742670898,0.327434966,0.980822257
"Crot",3.6946829,4.993940635,5.365561599,10.27008782,11.04859681,5.130707882,4.781161455,5.906716105,7.494206107,7.917577346
"Dmtf1",1.919529169,2.462773533,1.918451392,2.218917725,1.75296518,1.475540051,2.122041012,2.681522592,1.78384911,1.673783437
"Tmem243",1.146624257,1.733167488,0.200218945,0.116951777,0.085824862,0.165206722,0.846124737,1.036068363,0.08853518,0.081732543
"Tmem60",8.509893816,6.132203675,7.689683877,9.221905983,6.934947672,7.852911236,6.430067242,8.684150442,11.59128049,7.031090974
"Rsbn1l",0.372796256,0.538341088,0.393709182,0.657499444,0.62411989,0.724664489,0.588720329,1.057737714,0.42078059,0.355309623
"A630072M18Rik",1.201702191,0.799346328,1.014109291,0.856677205,0.603156262,0.766782251,0.538432718,0.185118128,1.228371429,0.281986817
"Fgl2",43.35978634,7.32976726,10.01784563,8.253685217,22.27801087,22.90819495,26.69855142,11.61475288,10.42521199,10.20946476
"Armc10",2.343937327,4.189093052,4.326633558,4.929496204,3.414309032,3.790771971,3.335446258,3.425552153,5.002604125,5.352148183
"Pmpcb",2.990297613,2.845231419,3.21802313,2.687599569,1.782671938,3.593404056,2.232646752,2.204282439,3.941181213,3.772986429
"Psmc2",7.729078345,8.036395535,10.04849726,10.57153932,10.23451883,9.338859842,8.576567447,8.788822892,12.88549007,10.74639446
"5031425E22Rik",6.679751751,4.341510053,4.929485278,4.163165826,3.187049123,3.636933637,6.239371133,2.830830339,4.022488313,3.226307031
"AI506816",0.543980344,0.485063912,0.502731499,0.525378941,0.528250169,0.42379485,0.377351256,0.498420289,0.307933763,0.447336666
"2700038G22Rik",1.630678266,1.017791572,1.56838583,0.890676737,1.617097208,1.216567125,1.024006795,1.080106119,0.726924711,0.173892326
"Tomm7",18.62012236,12.51928128,13.53082757,19.28908806,15.71348818,17.86808452,16.87616763,20.88016388,22.53301048,23.599963
"Pus7",1.188710312,0.681127955,0.740635873,0.512909581,0.690090929,0.587864403,0.6301082,1.05786986,0.756102893,0.64931162
"Rint1",0.496090864,0.63865681,0.668620266,0.864609833,0.685983372,0.621359989,0.553676393,0.775183324,0.71760578,0.613752749
"Nupl2",0.435298965,0.747475354,0.930225228,0.676421952,0.603507073,0.874517742,0.905645645,0.908340748,0.671408573,1.068370318
"Slc4a2",2.657640918,2.604704954,3.110346847,2.34612987,3.838933286,2.473705817,2.987785858,2.714995616,1.330469499,3.174074999
"Cdk5",5.138415821,7.138490406,8.461530498,5.820791598,5.034064095,7.239853568,4.464473956,6.326723524,7.943035703,7.78270391
"Abcb8",1.024312082,1.430999213,1.668165672,1.135085314,1.000669609,1.108027812,1.096295869,1.636810091,1.213689835,1.327672472
"Fastk",11.45210736,16.69947989,15.54628386,12.45284399,10.39026915,8.244979157,11.43913083,12.00573392,10.25489668,10.43930635
"Tmub1",15.37640678,23.75418071,23.92374818,25.79585408,19.86242835,12.60077189,10.19863553,11.77639451,18.04245387,15.37125461
"Chpf2",6.81761437,6.396721932,6.953687256,6.470797328,9.695433048,7.150232642,8.675976344,7.70973012,5.52714702,9.611225359
"Abcf2",5.673067654,13.66148815,12.08969899,12.65506456,12.39780301,10.23036529,8.860807047,10.56648022,9.554346224,12.36728592
"Nub1",5.554389421,6.364900904,5.507847442,6.131717126,5.964349088,6.324376572,5.286365768,7.212004387,4.85949014,6.056611211
"Rheb",2.759395938,2.599354713,2.075813685,3.438730465,4.134348986,3.19768058,3.153160172,2.790031532,3.056639635,3.043957601
"Galnt11",1.593871134,1.273792802,1.191325416,0.852058621,0.667625141,0.981083378,1.064202454,0.949216675,0.442909905,0.614720302
"1700096K18Rik",5.545063818,4.085747809,3.848134142,2.95426745,4.593844292,6.35375402,7.119720158,4.517128675,3.495921791,4.860888494
"Insig1",4.161867603,3.569313072,3.79653169,3.614170285,3.935970301,3.176108036,4.31259643,2.957567289,1.97478365,2.166506625
"Rbm33",0.82937438,0.754124089,0.447920547,0.373481543,0.289727443,0.566074964,0.465831439,0.857549211,0.297023704,0.257554732
"Nom1",2.301148705,3.016997532,2.993299118,3.74132798,3.421967277,3.327687987,2.844868427,2.54506875,2.626050469,3.817162363
"Gm5129",2.631690295,1.19526358,1.335875232,0,2.978086982,0,0.891824265,2.742324204,0.932787549,1.152880168
"Tyms",1.293380049,1.633520784,1.258309537,1.814089096,1.622315211,0.927996985,0.946225487,1.246407367,2.021604429,1.20003189
"Hadhb",4.439451039,3.936331927,6.129397167,6.924282299,8.082028569,6.329782175,6.257277269,5.563484277,6.731119894,6.99295522
"Selenoi",0.93267726,0.669248017,0.622314013,0.82552072,0.877708136,0.568922505,0.472355538,0.510265698,0.406743157,0.70851773
"Slc35f6",3.159004155,2.156857261,2.827279028,1.628950777,2.251801268,3.03740556,2.959247087,1.719587723,1.907165863,1.160576134
"Tmem214",6.611377083,9.149678058,9.662424508,9.076364489,9.380321378,6.568959617,7.292483903,4.873289164,6.382664295,7.714614956
"Khk",2.612192001,1.901998394,2.337217174,1.370107214,1.884840127,2.08518858,2.206931235,1.364025776,2.756274148,1.441716692
"Ost4",50.93520551,46.20506407,69.99014952,68.89241283,60.66162211,58.90800722,56.59436455,57.68788445,88.62461536,71.49234564
"Slc5a6",1.068374352,0.969267976,2.016817444,1.536545756,2.292100014,0.822885681,1.392511041,1.310076158,1.495060604,1.862305324
"Preb",13.39655696,10.14977028,15.78403072,13.98700132,11.30574075,14.25708975,14.46363294,14.4729447,17.37299235,13.41130987
"Atraid",8.86022708,8.138369167,12.31008477,15.26536069,18.08679318,13.14769688,11.05799567,11.86292398,17.76946488,15.49264918
"Mpv17",4.049909407,4.756285975,5.123063977,3.648272408,4.675301865,4.145088661,3.031998655,4.284110739,4.142642761,4.883962726
"Gtf3c2",2.92638863,4.355644444,3.868109018,3.581815472,3.362409549,3.043054673,2.927298685,3.173596976,3.090755936,4.349794256
"Eif2b4",7.883861161,12.09737439,14.3201047,11.73702524,14.96035025,7.025146902,7.867088125,7.982915538,12.39364888,12.09346366
"Zfp513",6.88600889,7.768804527,7.069237771,4.041259315,4.395783864,5.958376612,8.125349686,7.527516226,4.331955579,3.783115731
"Ift172",0.80966138,0.531588481,0.344057906,0.243166585,0.4028088,0.315252176,0.301998234,0.195728358,0.161857374,0.275065813
"Krtcap3",7.160592804,9.259196424,8.063391039,5.711789408,5.054922176,8.275228523,6.194551181,6.546586327,7.936097243,8.454835809
"Nrbp1",24.49765115,21.5060642,28.60578941,26.36780997,26.79010898,17.95867227,16.74826471,21.92822574,22.12855369,28.25073447
"Ppm1g",9.500256707,12.21209669,12.86894662,13.27826482,13.34475616,8.539327779,8.265906894,10.22122774,11.02754924,12.2117092
"Slc4a1ap",0.992589867,1.038853397,1.368605626,1.726291201,1.476911162,1.076295618,1.187789543,1.278959492,1.109875314,1.579664946
"Gpn1",2.202459273,3.376390496,4.536656283,4.683638206,3.677301035,3.649139992,3.35908894,3.268406778,3.639107353,4.258909696
"Supt7l",1.401132594,1.312686306,2.400021706,2.009175648,2.546492413,1.301981327,1.620808449,1.862321033,2.312248206,2.348958523
"Mrpl33",0.866649971,0.911546649,0.983941502,1.315254426,1.220382189,0.982780045,1.201325387,1.254100809,1.326991652,1.272915076
"Ppp1cb",3.202963189,2.69696111,1.174559634,1.937788673,2.093885994,1.826661654,2.012358203,2.468132721,1.274304976,1.624197242
"Prr14l",1.333846276,1.090731325,0.4206448,0.492597734,0.487365381,0.751302645,0.585240211,0.611565258,0.23051039,0.273311877
"Ywhah",50.75428952,37.373393,44.88888293,49.63810908,51.91967162,44.96401678,39.26810366,39.65051041,52.49837599,46.91048113
"Ctbp1",7.960524465,8.211094079,1.465673293,2.40486862,0.906604336,3.005984846,5.964925,6.459699154,0.943379116,0.747023822
"Uvssa",0.51183167,0.426680191,0.255192648,0.236470749,0.304533449,0.328136425,0.696584853,0.561263177,0.355916801,0.214636708
"Maea",2.282634599,4.618063832,4.711668047,4.58464311,3.803551802,3.726518873,3.572633774,4.154165074,3.619237742,4.508292927
"Tmem129",12.85917058,11.3591929,11.50300637,12.08421816,7.377141029,7.932837484,9.090357358,10.63093888,13.3060473,12.84660068
"Slbp",9.39545272,7.915605359,8.804575125,12.31549882,11.04001203,7.435804348,7.769942366,8.538816096,11.26192452,10.54458821
"Fam53a",2.464364624,2.697186788,3.868247288,3.012691223,3.230130293,2.69256014,2.180347272,2.495319471,2.996561556,3.285377836
"Tacc3",1.87905001,1.411881282,1.587871341,1.618565892,1.642382662,1.040140764,0.69471841,1.452025451,0.622931152,1.09842111
"Letm1",2.413890792,2.923908449,4.243218198,4.438792294,4.49468158,3.199898982,2.805494757,2.25913794,2.802902812,4.209916489
"Nelfa",1.852265959,1.886909781,2.214552604,2.220976541,2.327760502,1.512042882,1.481854578,1.909915591,1.719156189,1.861953279
"Mxd4",2.260912922,1.436682097,1.142537163,1.111275543,0.864342184,1.205931813,1.229360796,0.969733664,1.355286232,0.647692979
"Haus3",3.426775012,2.16062391,2.280350483,3.525263658,2.824250162,2.195318392,2.146486445,2.432041464,3.290985111,3.096284108
"Sh3bp2",1.117814452,1.190713551,2.073224021,0.742753071,0.769888911,1.37549996,1.282047511,0.844651311,0.973722227,0.931721376
"Tnip2",1.96700068,1.441817227,1.686489422,1.482362386,1.546014584,1.273632743,1.431650648,1.121271286,1.041321891,0.919970043
"Mir7036b",0.406274769,2.080069087,2.764591213,2.511991153,1.390465699,0.355923807,0,0.369689581,7.274755807,0.306519727
"Mfsd10",10.52195904,12.25062252,16.36342262,9.920641622,9.947222619,12.80338968,11.25687759,10.44189308,14.60766373,11.81032269
"Nop14",1.171228521,2.834554888,2.425620838,3.454002364,3.237402121,2.824038775,2.836523556,3.206975438,2.789457583,2.619677876
"Lrpap1",5.78433204,6.546399964,8.185930165,7.503750385,8.111504756,6.32803888,7.297302348,4.256146534,7.913219632,8.641510033
"Acox3",4.111820522,1.947976686,2.661345756,1.754732284,1.248398342,1.908327906,1.545674858,1.249105275,1.053443045,1.438459999
"Trmt44",0.940086397,0.43987045,1.047710911,0.312734112,0.408561683,0.455166713,0.590222656,0.432036001,0.29148375,0.778857075
"Grpel1",10.0572127,15.88460114,14.92557384,15.32748802,14.80161682,11.40539286,11.2343789,14.97993741,17.96532594,14.30181294
"Tada2b",0.274855444,0.790018704,0.262500748,0.340737308,0.041258166,0.506929914,0.504454901,0.791997941,0.28650238,0.323786004
"Man2b2",2.552736689,2.324597497,1.656710377,1.647035534,1.210659554,2.804199099,3.266696705,2.262999323,0.742598405,1.144014848
"Bloc1s4",19.06076536,20.86278249,35.76079088,30.7595586,37.7785052,28.57064429,28.11006614,23.30873931,28.76913178,33.31216907
"Mrfap1",106.1144508,85.95345297,96.61093169,102.115208,103.6393019,100.033824,98.76281122,89.3370583,121.1243719,101.0014665
"Zbtb49",0.079977535,0.865155188,0.676030421,0.610766329,0.2416445,0.44009991,0.43905429,0.392684627,0.315979265,0.423638338
"Lyar",2.230826364,2.844329494,2.49226789,2.382188907,2.977060719,2.124507843,2.187755393,2.883322243,2.443502948,3.402442074
"Tmem128",7.9142325,6.131581432,7.690171225,8.079042023,7.52241943,7.237117418,6.947381803,7.635322143,7.468749295,8.245380662
"Tapt1",1.511661332,2.413074922,1.442725554,2.450402887,1.443594493,2.226070976,2.235789381,2.830255176,1.317774817,1.532539087
"Qdpr",6.626116999,6.299276812,6.468514348,6.254263124,6.034068925,5.630690051,4.989638794,4.630512466,5.876093709,4.811013874
"Lap3",3.346814069,3.232355004,4.247618088,2.231768514,2.969027188,9.044495981,8.897647085,4.116035533,7.054799355,3.622638573
"Med28",24.99276833,20.29101877,21.80965475,19.59702912,22.39843842,18.32665374,17.82809487,20.19637715,26.52152392,27.77306546
"Gm3414",0.553184794,0.126980962,0.132079813,0.660064409,0.48715507,0.00566815,0.356836788,0.114803754,0.402848212,0.295323544
"Sepsecs",0.730134269,0.569206671,0.429954971,0.435031889,0.444325187,0.505661249,0.375947643,0.378974877,0.142763751,0.28423077
"Anapc4",2.178775613,2.59159025,3.060823716,3.177795947,3.189755722,2.545224989,2.279439707,2.771194674,1.701183694,3.054419274
"Smim20",6.571950021,5.083715717,5.951061266,5.276102207,6.005348298,5.142971658,4.130193995,4.632476955,8.201632353,5.704910493
"Klf3",7.456409813,8.366579982,8.28460564,17.14552693,16.41040677,6.008846234,6.661996606,6.454311112,6.767624296,8.646454778
"Tlr1",9.039739357,10.97321309,12.62408494,3.063583133,3.085941825,5.049951934,5.011016005,5.064393587,2.43140672,2.940622963
"Tlr6",1.634013249,1.773357524,1.878359296,1.689918927,1.365515914,1.85122736,2.580411757,0.537005393,0.986478432,1.481758994
"Rpl9",332.547964,371.2994209,197.1769982,161.2712996,139.9499664,192.1073625,252.1797015,370.5985061,182.5341003,207.7988858
"Ugdh",0.976335701,2.076545718,1.126441076,1.691938605,2.30184809,2.068786578,1.651276642,1.110776579,1.57096597,1.406101428
"Smim14",2.470262975,2.23007899,2.797017694,1.62929946,1.607400543,1.250295953,1.112004502,1.004546001,1.376062343,1.261484593
"Ube2k",1.311347274,1.056387182,1.10131956,1.119486698,1.521669003,0.888489703,0.93284239,0.882122345,1.391830514,1.035955874
"Rhoh",2.968617499,4.309309045,6.855631935,4.14852281,3.754468966,3.151682849,3.010510021,4.368927046,4.431433019,5.250489107
"Tmem33",3.109842231,2.394937299,2.600108908,4.570316558,3.938809002,2.719349125,2.515783949,3.692911388,3.864118035,3.662522345
"Slc30a9",1.781118245,1.456218034,1.36743611,1.904740014,1.347446571,1.17801386,1.398674864,1.329874423,0.870691086,1.059504913
"Guf1",2.412953523,1.279421005,1.51533004,1.787178001,1.826614741,2.062119898,1.915969813,2.280020855,1.842546329,1.451523999
"Gnpda2",3.654381661,2.23937558,2.555985536,4.931119741,5.525913693,3.762266208,3.302869287,4.061568544,5.396261411,4.399712734
"Commd8",12.77892426,11.66217641,10.21360551,14.43675811,11.84457701,12.84773096,11.52281676,8.949225119,12.09759464,11.45510271
"Nfxl1",1.052859873,0.409654862,0.114525742,0.453289193,0.365437912,0.559806516,0.504333313,0.453416492,0.309447738,0.274773419
"Tec",1.087428458,0.783041757,1.333668632,0.34542997,0.241976395,0.266052794,0.181215072,0.248254054,0.300379958,0.290942041
"Slain2",2.111059762,1.591191926,1.14075377,1.830328489,1.806941702,1.529723303,1.402569738,1.67479246,1.22102082,1.393404497
"Ociad1",13.27262223,13.40855961,13.58984061,17.26554325,18.72175576,13.49226458,14.7468218,16.32716336,19.74102325,21.61504079
"Sgcb",0.675531063,1.411327291,2.213010054,1.642764059,1.607327321,3.273590407,2.874994906,1.802292005,2.423643579,1.74338444
"Dancr",0.567088259,1.330730181,1.465633838,1.271514908,0.662500327,1.136924067,1.441614735,0.565639235,1.53556888,0.427847732
"Rasl11b",0,0.978564437,1.2660062,4.256495972,2.703554434,0.662649376,0.582071551,0.444050402,2.09514102,1.665988775
"Chic2",1.955193527,1.725803361,0.966014479,1.269874426,0.924916611,1.588272049,1.861549962,1.686537348,1.085092143,0.874590464
"Tmem165",3.698131861,3.601661847,2.245263092,3.643506209,2.442428153,3.30876122,3.731275155,3.398168089,2.515540403,2.004462108
"Aasdh",0.68535911,0.758282343,0.618498744,0.306586565,0.474349761,0.727120965,0.570446561,0.708451778,0.39825601,0.81350505
"Paics",10.44158502,12.3377251,10.36357,12.58135025,12.39409274,9.182122516,10.43672578,14.01192644,10.77291038,12.00381421
"Srp72",3.185351841,4.472786849,4.405092305,4.848326936,5.63212935,6.933390131,6.913324238,7.045693489,7.929537512,9.272673852
"Hopx",4.213118742,7.156032093,6.838405625,15.36203931,15.3759663,9.49004908,7.868841842,10.67333793,11.54163513,12.77979386
"Noa1",2.879331597,2.930774573,3.979673642,3.411872534,2.426429531,2.862296154,2.50658389,3.292266692,2.078902666,2.279209222
"Rest",2.538509206,1.808414568,1.999137265,2.047904926,2.656173254,1.348047399,2.062881254,1.783873151,1.802504371,1.643192804
"Stap1",2.627278958,2.005560504,2.450679842,1.346742901,1.356159052,1.204643693,0.896804784,1.470725801,0.845287844,1.376690827
"Ythdc1",1.424495395,1.315259454,0.480058895,1.008349252,0.341441825,0.943716348,1.036822058,1.315239799,0.542101859,0.390322381
"Jchain",228.4990229,38.50430993,63.16140092,53.34943378,35.63904817,116.390916,97.24613753,63.53222699,71.3239926,31.44714929
"Utp3",60.90081234,57.7324516,74.49504141,69.28099357,62.08314113,63.40163204,50.06862378,50.6699399,81.94787706,75.98640973
"Grsf1",4.520960719,3.268795487,0.368406906,0.197366442,0.337847247,0.820557182,4.011409439,3.969012452,0.797216178,0.224006464
"Dck",6.58988962,5.516915165,4.433762672,4.253048567,2.750952665,5.90561799,4.179731256,3.483504497,2.246593426,2.893548907
"Cox18",1.202797516,2.742449355,2.614040479,2.587800328,1.947333873,2.020456466,2.675905346,3.321109816,2.950375449,2.395631061
"Gm9958",0.02738931,0.876433604,1.025073147,0.895123653,0.351522227,2.519460659,1.07899284,2.255521825,3.65595491,1.177862323
"Afp",0.331016342,0.567322789,0.46966557,0.552414102,0.255504098,0.683641667,0.833591394,0.652404149,0.974487754,0.189164725
"Pf4",33.22805318,5.914716999,9.222344187,2.906392293,4.246121807,17.01233288,15.01676063,5.595596564,7.02457501,2.97088351
"Ppbp",33.87322456,3.927374946,10.33637022,5.439939444,4.872925715,11.8642804,8.507735247,4.188061655,5.282175979,1.57383803
"Rchy1",8.825096804,10.75461065,7.449685294,12.075646,12.1504272,8.256929792,9.165312283,11.054123,14.40389044,14.9032856
"Thap6",1.261517161,1.139653476,0.75809873,1.691272407,1.332816974,0.961523863,1.166890955,1.123851742,0.624235795,0.702353944
"G3bp2",9.451311982,11.76842534,8.313638612,15.62161902,11.99379054,13.6198178,11.78050311,13.42958814,11.60309245,11.39966223
"Sdad1",1.550029567,1.900233874,1.739554006,1.536518654,1.154146939,1.256275232,1.769203133,2.105554647,1.196260975,1.548069371
"Cxcl10",5.728257756,2.211227973,3.141929679,1.807027384,2.061618547,15.7519992,10.79559807,14.14801369,8.103488282,12.01347721
"Cxcl9",1.277294566,1.304020736,0.918314013,0.664840076,0.5269231,0.532854891,0.825331501,0.325159914,0.111385889,0.235182075
"Nup54",2.44508047,3.252803161,2.868526779,4.033354088,4.5858343,2.246877548,2.648317018,2.459224684,2.561689926,3.166451579
"Scarb2",0.846757363,1.303163736,1.597873679,1.488121617,1.729203108,2.443670031,2.25868318,2.216654681,1.963590008,2.185532736
"Stbd1",0.88234752,1.012116126,0.602874617,0,0,0.316801354,0.443203144,0,0,0.261914568
"Ccng2",14.74403956,18.27077063,14.67096939,14.23480313,18.06400854,9.396507488,8.473498085,8.249617848,7.566925032,9.835031243
"Cxcl13",2.784531103,1.039529427,0.253767722,0.197640878,0,0.566297423,0.816188125,0.407215138,0.212470792,0.581479385
"Mrpl1",0.709254169,0.597199883,0.392173699,0.598032523,0.614121338,0.702059477,0.721521045,0.601844432,0.844427924,0.714937783
"Anxa3",0.464944835,0.245681186,0.415748491,0.208775734,0.290455359,0.90838075,0.58116726,0.320847678,0.605239004,0.344179463
"Mir703",78.66448624,27.65156062,24.36771567,26.54875053,28.53005996,39.49774656,76.06074607,85.04217018,33.8285246,39.6844623
"Hnrnpd",2.820557815,4.393020193,0.834731326,0.602445453,0.697816853,1.128763061,2.780917522,3.99412276,0.978945746,0.673240121
"Hnrnpdl",26.34786639,18.65860921,17.08649514,22.45566599,12.37081664,13.69774644,12.76776883,19.12433106,12.83537935,13.08423359
"Enoph1",1.102939427,1.156702305,1.162853297,1.404745678,1.267901192,1.068328017,1.168787673,1.453629298,1.164104339,1.089148443
"Lin54",0.777160835,0.592863259,0.299565646,0.637558601,0.608639527,0.215747214,0.461329065,0.299449694,0.42677707,0.316353915
"5430416N02Rik",0.721284916,0.693356362,0.721197708,0.81392674,0.838813547,0.817593094,0.672676454,1.307308083,0.862619266,0.666347233
"Plac8",11.56010863,6.653278592,9.014793687,4.210070589,3.452703282,13.98226528,10.17338021,15.38821652,9.331266653,12.06856261
"Hpse",1.260266696,0.545570279,0.626624871,0.360193795,0.157854301,0.144906718,0.235025718,0.167877828,0.16258614,0.053756946
"Mrps18c",10.14616498,8.631663938,12.10543308,13.18569727,15.5715506,11.28640787,10.87194048,12.85457161,15.75339064,14.57638962
"Nudt9",2.517395533,3.322941447,3.181095273,3.612715807,3.840565548,3.165863335,3.255218181,3.338370178,4.540195299,3.598111564
"Spp1",0.008628117,0.12516175,0.752247925,0.022863226,0.162412393,1.164056221,3.470775459,0.329748401,0.266855115,0.136701702
"Abcg3",3.984667104,2.738453592,4.029276265,2.634950227,3.786591797,6.846175244,7.018962148,2.621653096,5.73540459,2.358032042
"Gbp9",1.819081989,1.835524057,1.469579391,1.830617103,1.383463959,3.691443273,3.862516676,4.256685015,2.687229697,2.903941457
"Gbp8",0.738316449,0.954685871,0.891396623,1.157161463,1.53135194,1.906287617,1.64473373,1.257477037,1.69311604,1.225411557
"Gbp10",0.135141316,0.092863763,0.056646067,0.072596477,0.031964881,0.521952919,0.594666946,0.577317092,0.264934442,0.296564226
"Gbp6",1.574873431,1.068435713,1.398269214,2.2748501,1.521760923,6.419722048,6.2514178,7.142996855,6.26226815,5.971156767
"Lrrc8c",0.975634811,1.302311948,1.319090546,2.035246455,2.050324694,1.335127674,1.338475766,1.634268719,2.051831744,2.003032481
"Cdc7",2.72612774,1.81254889,0.626796241,2.579940195,1.079147543,1.190789989,0.885765616,0.949637698,1.149808729,1.457595723
"Glmn",0.242758351,0.559835446,0.327088008,0.55362186,0.467792145,0.405177807,0.204733389,0.507493824,0.327460126,0.436565994
"Gfi1",0.311073069,1.683458899,0.605785892,1.520852639,0.47161691,1.771384979,1.729502056,2.378704154,0.501928538,0.321159475
"Rpl5",106.9200151,141.2712773,36.08471791,33.39081373,27.62716689,49.87738108,70.73092432,112.8726543,37.29424437,41.95272501
"Mtf2",1.933928282,1.7298786,1.489729685,2.376568215,1.953907391,1.312862802,1.442232099,1.163689054,1.494233906,1.544199854
"Tmed5",5.089815877,4.122743674,3.663491386,6.348817252,5.792967144,6.159440771,5.61051893,6.293875349,5.593883055,4.050438419
"Dr1",9.232358326,6.208550149,4.071561812,7.940959135,9.338029282,6.669118516,6.874331732,6.882996959,7.091564797,6.143572521
"Atp5k",36.3007349,32.77015067,39.56749478,41.6135829,39.96492666,40.6594952,38.11993655,41.80682945,51.88182411,45.72078776
"Gak",3.297339356,3.269684538,2.805771459,3.357189071,3.129740242,2.902066302,3.222283215,3.032832973,1.664992413,2.677487532
"Tmem175",1.938528746,2.821270795,3.335579701,2.620725636,2.219585629,2.809239051,1.737129479,1.866861413,3.646439043,2.956586143
"Idua",2.559847988,2.210486594,2.852257751,2.425309987,1.767209186,3.278283483,2.866205281,2.303376516,1.816061548,2.530714015
"Crlf2",3.249439646,5.836086489,4.862309476,2.817416448,2.872277044,3.558407447,3.796392873,3.897140737,2.693365091,2.370466913
"Gm10416",0.039682652,0.541785437,1.822701416,1.61234781,0.169766161,1.147233482,0.62531399,0.794402727,1.970182281,2.754400526
"Zfp932",2.102386381,1.734239445,1.512430016,1.891181591,1.442541847,1.050860493,1.450145353,2.828520505,1.580677924,1.559761964
"Golga3",1.160711587,1.34414591,1.066467307,1.160149259,0.681152184,1.02091563,1.003524044,0.965872525,0.348669251,0.655331417
"Chfr",2.08624697,2.206378118,2.303593276,2.764434758,2.706339769,1.862445623,1.893355552,1.840364686,1.6749523,2.392798306
"Gtpbp6",3.109257461,2.20838024,2.098238317,2.189590205,1.550568456,1.571694805,1.448528087,1.720724225,1.114868503,1.435844955
"Pgam5",8.297589515,7.98976834,10.78463597,11.41087821,10.8849327,10.20729675,8.05566276,8.893735786,10.0336363,12.60821033
"A630023P12Rik",1.411931577,0.19751063,0.167349271,0.038845224,0.087139874,0.087194574,0.042552792,0.084248304,0.030142529,0.027941028
"Ddx51",5.1909876,4.370624871,7.66285359,4.928436801,6.101245476,4.990005307,4.127788232,6.614274429,4.355082601,5.634812266
"Mir7026",0.764039118,0.651961953,0,0,0,0.334674625,1.672170497,0.347618561,0,0
"Noc4l",8.23145184,12.84234655,14.71294709,14.70419141,10.88421787,11.22505385,11.83542211,14.88259346,8.807877526,16.18626463
"Ulk1",0.882493523,1.441266144,0.396148325,0.342517497,0.377111563,0.486813711,0.966803145,1.377782977,0.524670232,0.366459235
"Hscb",2.457226293,2.143687188,2.529260163,1.5074762,2.351962081,1.765293004,1.427122874,1.87489376,2.31901833,1.992750356
"Pus1",3.53568853,6.287055665,3.832445702,2.773858957,1.916587855,4.421792166,4.027699901,4.955838705,4.018691885,2.985115542
"Pitpnb",2.138386268,2.075735384,1.698314201,2.068182934,2.68210904,1.981987092,2.104663923,1.879507298,1.984230991,2.355966279
"Tpst2",5.479650777,10.49931694,10.98832249,16.25190915,17.03068787,8.568374866,7.859369974,9.99108295,11.8401939,14.91837402
"Srrd",1.921120841,3.077574338,3.900231842,2.153135274,2.267906414,2.730954418,3.387440307,2.972634065,4.653975242,3.538080866
"Hps4",0.344100885,0.726952708,1.105441343,0.566925661,0.479128616,0.606083886,0.579012461,0.512848554,0.298934491,0.436147763
"Ficd",5.329244505,3.004351558,5.05029104,6.860594429,4.372663963,4.411734197,3.759421248,4.562946431,4.715262446,4.696881381
"Iscu",20.87442843,15.88488061,19.5354966,19.75999971,19.2399198,22.66600658,19.47123491,15.45130313,25.37767967,22.50654703
